person_id,supper_curfew_hours,no_caffeine_after_noon,blue_light_block_mins,supplement_compliance_pct
3293,2.6,0,1,57
3294,2.4,0,1,50
3295,0.9,0,25,77
3296,1.0,0,22,56
3297,1.1,0,23,75
3298,1.6,0,13,75
3299,5.9,1,65,95
3300,1.3,0,25,69
3301,6.8,1,86,96
3302,2.2,0,4,66
3303,0.9,0,24,46
3304,2.8,0,14,76
3305,5.9,1,78,95
3306,6.0,1,70,96
3307,6.7,1,62,96
3308,1.8,0,28,61
3309,1.1,0,9,60
3310,2.2,0,9,52
3311,2.3,0,3,42
3312,1.9,0,0,54
3313,2.6,0,18,40
3314,5.5,1,71,98
3315,2.9,0,21,69
3316,6.8,1,86,97
3317,1.1,0,28,73
3318,5.3,1,64,95
3319,0.9,0,0,57
3320,1.8,0,4,57
3321,6.0,1,89,98
3322,1.1,0,1,63
3323,5.1,1,87,99
3324,0.6,0,17,64
3325,5.3,1,61,97
3326,5.4,1,71,97
3327,1.6,0,14,59
3328,5.9,1,66,99
3329,3.0,0,12,54
3330,2.0,0,22,75
3331,6.4,1,78,98
3332,2.2,0,6,51
3333,5.3,1,62,97
3334,2.0,0,4,43
3335,6.7,1,65,95
3336,1.3,0,28,42
3337,4.6,1,77,95
3338,1.7,0,0,75
3339,1.6,0,11,52
3340,1.5,0,15,71
3341,0.8,0,20,51
3342,2.1,0,20,45
3343,2.8,0,13,45
3344,2.7,0,10,42
3345,2.9,0,19,60
3346,6.7,1,83,96
3347,0.8,0,27,69
3348,0.6,0,16,73
3349,4.5,1,66,95
3350,6.0,1,71,96
3351,6.1,1,64,97
3352,0.6,0,3,75
3353,5.3,1,71,97
3354,1.3,0,21,53
3355,5.0,1,75,96
3356,2.3,0,22,51
3357,6.9,1,79,99
3358,2.9,0,28,48
3359,6.3,1,68,98
3360,2.0,0,7,63
3361,0.7,0,29,61
3362,2.4,0,29,43
3363,0.8,0,5,75
3364,2.5,0,23,57
3365,5.5,1,89,95
3366,2.8,0,5,66
3367,4.8,1,87,99
3368,4.6,1,82,99
3369,1.2,0,16,56
3370,5.6,1,89,97
3371,5.5,1,85,98
3372,5.6,1,72,97
3373,6.1,1,69,97
3374,0.8,0,26,42
3375,5.7,1,70,96
3376,0.5,0,29,44
3377,5.4,1,87,97
3378,5.3,1,80,99
3379,5.4,1,65,95
3380,3.0,0,16,78
3381,6.9,1,60,95
3382,6.7,1,64,97
3383,1.9,0,26,69
3384,2.7,0,26,52
3385,6.8,1,89,99
3386,5.9,1,75,97
3387,1.2,0,14,67
3388,2.4,0,13,59
3389,2.1,0,25,78
3390,0.6,0,19,61
3391,6.8,1,61,99
3392,0.6,0,8,48
3393,6.2,1,60,96
3394,1.0,0,1,79
3395,4.6,1,79,95
3396,0.9,0,13,60
3397,2.3,0,4,55
3398,4.9,1,68,96
3399,2.2,0,20,66
3400,2.0,0,17,70
3401,4.6,1,68,96
3402,5.6,1,62,95
3403,0.6,0,2,40
3404,6.7,1,88,95
3405,5.9,1,67,96
3406,6.6,1,86,96
3407,1.8,0,15,51
3408,1.7,0,26,42
3409,6.6,1,88,99
3410,0.5,0,14,66
3411,0.8,0,14,66
3412,2.4,0,29,57
3413,5.0,1,62,97
3414,1.5,0,15,40
3415,6.8,1,77,96
3416,1.6,0,11,59
3417,2.4,0,28,51
3418,5.0,1,61,97
3419,2.0,0,18,40
3420,0.6,0,3,70
3421,1.4,0,20,51
3422,3.0,0,29,61
3423,0.8,0,25,42
3424,5.6,1,67,95
3425,1.6,0,8,45
3426,6.6,1,85,99
3427,6.7,1,68,98
3428,2.5,0,5,63
3429,2.2,0,12,63
3430,2.0,0,2,51
3431,2.3,0,9,72
3432,1.8,0,1,68
3433,4.8,1,63,97
3434,5.7,1,87,98
3435,2.9,0,17,64
3436,2.7,0,1,59
3437,0.7,0,21,44
3438,5.6,1,89,97
3439,1.5,0,2,54
3440,0.9,0,22,78
3441,5.6,1,73,98
3442,1.1,0,11,73
3443,4.9,1,66,98
3444,5.5,1,87,96
3445,2.2,0,12,49
3446,6.6,1,85,98
3447,7.0,1,74,98
3448,1.0,0,12,56
3449,1.3,0,27,56
3450,1.5,0,13,50
3451,6.7,1,61,98
3452,5.9,1,79,99
3453,2.2,0,24,60
3454,1.9,0,11,69
3455,5.5,1,73,99
3456,6.7,1,87,98
3457,1.4,0,25,72
3458,5.8,1,82,97
3459,6.8,1,82,97
3460,0.9,0,2,78
3461,2.5,0,4,75
3462,1.8,0,1,40
3463,1.3,0,10,54
3464,1.0,0,9,59
3465,6.5,1,88,97
3466,2.8,0,17,78
3467,2.3,0,25,64
3468,6.5,1,74,98
3469,1.6,0,15,44
3470,1.9,0,16,78
3471,6.3,1,72,98
3472,2.0,0,14,76
3473,2.6,0,7,71
3474,1.5,0,18,68
3475,1.6,0,3,68
3476,6.0,1,82,99
3477,1.8,0,16,58
3478,6.5,1,62,96
3479,2.8,0,19,53
3480,5.8,1,85,99
3481,2.2,0,19,53
3482,6.5,1,83,99
3483,1.3,0,14,44
3484,2.5,0,17,69
3485,6.1,1,75,95
3486,2.5,0,12,75
3487,1.4,0,21,70
3488,5.5,1,65,98
3489,1.0,0,24,71
3490,6.5,1,81,96
3491,1.2,0,0,64
3492,4.6,1,66,99
3493,5.2,1,60,98
3494,6.0,1,67,96
3495,4.9,1,65,95
3496,6.6,1,84,98
3497,5.5,1,67,97
3498,0.6,0,6,78
3499,2.2,0,17,49
3500,5.8,1,75,96
3501,1.6,0,28,70
3502,5.6,1,68,98
3503,3.0,0,26,65
3504,2.2,0,16,42
3505,5.3,1,68,97
3506,2.8,0,17,73
3507,5.3,1,76,97
3508,1.0,0,1,73
3509,5.8,1,79,99
3510,1.7,0,25,64
3511,5.6,1,85,95
3512,5.2,1,83,96
3513,0.6,0,28,70
3514,4.9,1,86,99
3515,5.7,1,81,96
3516,4.9,1,61,99
3517,3.0,0,22,72
3518,2.6,0,16,67
3519,1.5,0,24,52
3520,0.7,0,1,68
3521,0.9,0,25,67
3522,1.9,0,17,66
3523,0.8,0,5,50
3524,1.0,0,20,60
3525,1.6,0,3,52
3526,2.1,0,23,52
3527,5.3,1,78,95
3528,7.0,1,60,95
3529,6.7,1,66,95
3530,2.6,0,3,40
3531,6.8,1,75,96
3532,4.7,1,61,95
3533,4.7,1,70,99
3534,2.1,0,24,55
3535,2.3,0,26,54
3536,1.8,0,15,54
3537,0.9,0,18,47
3538,1.0,0,19,65
3539,1.0,0,12,48
3540,2.3,0,11,76
3541,2.7,0,27,69
3542,2.5,0,16,75
3543,1.0,0,2,72
3544,1.1,0,9,41
3545,5.5,1,76,98
3546,5.4,1,83,99
3547,0.8,0,18,66
3548,4.6,1,79,97
3549,6.4,1,71,98
3550,5.8,1,67,95
3551,6.4,1,63,99
3552,2.1,0,3,62
3553,6.5,1,74,96
3554,5.1,1,81,96
3555,1.7,0,17,49
3556,0.8,0,6,44
3557,0.7,0,24,79
3558,6.0,1,65,95
3559,0.7,0,19,54
3560,1.3,0,7,70
3561,5.8,1,72,96
3562,2.5,0,23,79
3563,2.5,0,29,64
3564,0.5,0,29,71
3565,2.5,0,23,66
3566,4.6,1,61,99
3567,3.0,0,2,76
3568,4.6,1,82,98
3569,6.7,1,76,96
3570,1.7,0,11,43
3571,4.5,1,86,95
3572,5.1,1,63,95
3573,1.5,0,20,63
3574,4.8,1,82,95
3575,5.2,1,62,98
3576,2.2,0,25,50
3577,6.9,1,72,99
3578,2.3,0,18,58
3579,1.7,0,4,69
3580,2.6,0,10,76
3581,2.8,0,11,66
3582,5.9,1,82,96
3583,2.2,0,20,64
3584,4.8,1,72,96
3585,1.3,0,14,47
3586,1.8,0,24,56
3587,2.2,0,12,66
3588,6.5,1,69,99
3589,5.7,1,81,98
3590,5.1,1,80,98
3591,0.9,0,26,52
3592,4.8,1,81,96
3593,0.5,0,13,74
3594,2.6,0,21,44
3595,6.3,1,61,98
3596,2.6,0,22,72
3597,5.9,1,83,98
3598,0.8,0,16,49
3599,6.2,1,84,98
3600,1.6,0,1,45
3601,6.2,1,80,95
3602,0.9,0,19,66
3603,5.5,1,87,97
3604,6.4,1,63,99
3605,2.6,0,1,52
3606,0.6,0,5,78
3607,4.7,1,87,98
3608,5.1,1,74,96
3609,2.8,0,14,73
3610,2.5,0,12,40
3611,6.7,1,77,95
3612,5.0,1,82,97
3613,2.8,0,5,79
3614,2.2,0,20,68
3615,5.8,1,73,98
3616,5.4,1,81,97
3617,6.9,1,83,95
3618,1.0,0,5,66
3619,6.6,1,82,96
3620,6.1,1,66,97
3621,2.3,0,10,75
3622,2.2,0,9,79
3623,2.1,0,9,48
3624,1.5,0,27,72
3625,4.5,1,81,96
3626,1.0,0,2,48
3627,4.6,1,70,98
3628,5.9,1,66,95
3629,0.7,0,21,78
3630,1.5,0,11,63
3631,1.6,0,12,79
3632,6.0,1,76,96
3633,2.5,0,27,58
3634,5.6,1,80,99
3635,5.1,1,80,96
3636,2.0,0,18,44
3637,6.7,1,63,96
3638,5.5,1,87,96
3639,2.5,0,18,54
3640,2.4,0,0,60
3641,2.9,0,21,75
3642,2.6,0,24,49
3643,6.5,1,73,97
3644,1.2,0,20,72
3645,1.3,0,2,76
3646,1.0,0,29,73
3647,1.3,0,1,47
3648,2.6,0,26,67
3649,0.8,0,2,48
3650,6.9,1,77,96
3651,5.7,1,64,95
3652,4.5,1,76,95
3653,5.6,1,80,97
3654,5.3,1,61,96
3655,2.0,0,17,72
3656,1.1,0,13,75
3657,6.7,1,64,98
3658,5.4,1,65,95
3659,2.2,0,18,65
3660,1.7,0,7,43
3661,1.8,0,20,76
3662,6.3,1,88,95
3663,0.6,0,4,46
3664,5.1,1,81,95
3665,2.6,0,7,76
3666,5.2,1,85,97
3667,6.5,1,88,99
3668,0.7,0,22,62
3669,2.0,0,18,70
3670,6.1,1,78,97
3671,1.7,0,13,65
3672,5.3,1,89,95
3673,4.8,1,83,97
3674,5.7,1,87,95
3675,6.6,1,68,98
3676,4.9,1,80,95
3677,2.9,0,13,77
3678,2.4,0,3,49
3679,0.7,0,15,64
3680,6.7,1,83,95
3681,5.0,1,67,95
3682,1.0,0,20,69
3683,2.0,0,29,43
3684,6.6,1,71,95
3685,2.4,0,22,68
3686,4.6,1,77,96
3687,5.9,1,85,96
3688,2.9,0,10,45
3689,6.4,1,83,95
3690,1.5,0,18,41
3691,1.0,0,21,67
3692,6.4,1,69,95
3693,5.4,1,76,97
3694,6.1,1,69,96
3695,6.7,1,76,97
3696,0.7,0,23,44
3697,2.0,0,14,77
3698,1.2,0,19,71
3699,6.3,1,67,96
3700,2.6,0,29,76
3701,0.5,0,22,49
3702,6.9,1,84,99
3703,6.0,1,67,98
3704,5.9,1,82,96
3705,0.6,0,0,57
3706,4.9,1,78,98
3707,1.5,0,1,78
3708,6.9,1,83,99
3709,2.9,0,26,72
3710,6.5,1,68,98
3711,6.1,1,60,97
3712,1.3,0,6,70
3713,6.5,1,69,95
3714,2.5,0,10,59
3715,0.6,0,7,54
3716,6.5,1,68,99
3717,2.9,0,4,74
3718,5.2,1,75,95
3719,0.7,0,2,45
3720,2.8,0,6,73
3721,1.8,0,5,41
3722,5.0,1,60,95
3723,6.9,1,67,95
3724,2.9,0,24,49
3725,2.6,0,28,51
3726,0.9,0,13,73
3727,5.8,1,82,95
3728,1.9,0,14,58
3729,5.0,1,70,99
3730,5.9,1,71,98
3731,5.5,1,76,97
3732,6.6,1,60,95
3733,1.9,0,28,44
3734,5.7,1,86,95
3735,1.9,0,22,50
3736,1.0,0,20,59
3737,4.5,1,63,98
3738,1.0,0,5,76
3739,2.0,0,22,52
3740,0.8,0,25,67
3741,3.0,0,22,59
3742,2.5,0,21,71
3743,5.4,1,60,96
3744,2.9,0,26,44
3745,2.1,0,2,46
3746,5.0,1,78,98
3747,1.6,0,29,68
3748,2.2,0,21,43
3749,5.6,1,81,96
3750,1.5,0,1,75
3751,4.6,1,89,96
3752,5.1,1,64,96
3753,1.0,0,1,73
3754,4.7,1,77,95
3755,5.9,1,87,98
3756,1.3,0,11,44
3757,1.4,0,22,69
3758,6.9,1,72,97
3759,5.4,1,64,95
3760,5.4,1,70,99
3761,6.7,1,82,98
3762,1.4,0,13,58
3763,1.2,0,12,57
3764,3.0,0,20,69
3765,5.0,1,68,99
3766,5.3,1,72,98
3767,2.2,0,12,54
3768,6.7,1,86,99
3769,2.1,0,5,69
3770,6.5,1,64,95
3771,4.5,1,82,98
3772,5.2,1,88,98
3773,1.8,0,10,76
3774,2.7,0,29,58
3775,1.1,0,20,40
3776,1.5,0,19,69
3777,0.6,0,14,77
3778,6.9,1,76,97
3779,0.9,0,10,52
3780,5.5,1,80,97
3781,2.8,0,27,71
3782,1.0,0,4,47
3783,1.8,0,12,68
3784,2.1,0,28,65
3785,1.7,0,6,77
3786,1.9,0,27,72
3787,5.7,1,65,98
3788,2.6,0,7,56
3789,2.8,0,21,66
3790,4.6,1,67,95
3791,3.0,0,7,40
3792,4.9,1,68,98
3793,2.6,0,19,74
3794,4.7,1,68,95
3795,0.7,0,18,47
3796,1.9,0,19,75
3797,4.9,1,69,95
3798,1.5,0,8,48
3799,2.2,0,7,71
3800,1.4,0,20,63
3801,5.1,1,67,96
3802,4.9,1,83,99
3803,1.2,0,2,51
3804,0.5,0,9,73
3805,2.0,0,7,71
3806,2.8,0,5,68
3807,4.8,1,80,96
3808,6.0,1,64,98
3809,6.4,1,65,99
3810,5.1,1,62,99
3811,5.4,1,81,97
3812,6.2,1,87,98
3813,2.3,0,5,48
3814,2.0,0,29,59
3815,5.2,1,78,95
3816,6.4,1,60,96
3817,6.5,1,70,96
3818,4.6,1,87,96
3819,4.7,1,81,95
3820,0.6,0,11,54
3821,6.6,1,88,95
3822,4.6,1,68,95
3823,2.3,0,25,56
3824,1.3,0,10,63
3825,6.1,1,61,95
3826,5.7,1,61,99
3827,2.4,0,23,46
3828,5.7,1,85,95
3829,1.1,0,7,79
3830,0.9,0,0,54
3831,4.8,1,79,97
3832,6.1,1,76,99
3833,6.7,1,67,96
3834,4.9,1,78,99
3835,6.0,1,87,98
3836,2.1,0,0,46
3837,1.4,0,6,56
3838,0.9,0,5,68
3839,0.9,0,4,69
3840,1.7,0,25,60
3841,5.1,1,80,95
3842,0.6,0,13,58
3843,1.8,0,12,45
3844,2.9,0,0,52
3845,2.6,0,10,66
3846,5.6,1,84,95
3847,6.2,1,64,96
3848,2.6,0,23,68
3849,1.7,0,5,79
3850,0.8,0,3,56
3851,3.0,0,22,44
3852,1.4,0,5,49
3853,5.9,1,76,98
3854,3.0,0,13,61
3855,5.4,1,85,98
3856,5.4,1,71,98
3857,2.8,0,17,66
3858,5.2,1,69,95
3859,1.6,0,14,47
3860,6.9,1,80,96
3861,1.7,0,26,46
3862,1.8,0,5,70
3863,5.2,1,89,97
3864,2.6,0,28,65
3865,1.8,0,19,47
3866,4.9,1,62,97
3867,2.7,0,0,72
3868,6.9,1,80,95
3869,2.1,0,1,55
3870,2.5,0,24,54
3871,0.8,0,25,49
3872,6.4,1,89,97
3873,5.9,1,77,98
3874,1.4,0,17,40
3875,2.7,0,9,60
3876,1.2,0,14,49
3877,2.7,0,4,64
3878,2.5,0,7,61
3879,1.9,0,8,49
3880,2.4,0,25,74
3881,1.4,0,10,77
3882,2.2,0,12,44
3883,2.8,0,22,58
3884,4.8,1,79,95
3885,6.5,1,87,96
3886,5.2,1,83,97
3887,0.7,0,7,77
3888,6.2,1,84,95
3889,1.2,0,8,73
3890,6.7,1,86,99
3891,6.6,1,80,98
3892,5.6,1,85,95
3893,1.4,0,8,54
3894,4.6,1,64,96
3895,0.8,0,22,69
3896,2.9,0,6,40
3897,6.7,1,75,98
3898,2.3,0,21,40
3899,0.6,0,16,69
3900,0.9,0,22,79
3901,0.7,0,22,41
3902,5.7,1,71,97
3903,1.8,0,29,53
3904,5.5,1,61,97
3905,2.7,0,12,71
3906,6.0,1,62,98
3907,1.0,0,29,61
3908,2.9,0,9,47
3909,1.0,0,2,43
3910,0.6,0,8,58
3911,1.2,0,19,76
3912,2.7,0,10,78
3913,1.9,0,21,57
3914,5.0,1,60,96
3915,1.7,0,6,48
3916,6.2,1,75,99
3917,6.1,1,60,98
3918,6.1,1,89,99
3919,0.9,0,24,57
3920,6.1,1,80,96
3921,1.9,0,2,61
3922,6.0,1,74,98
3923,6.6,1,68,96
3924,5.0,1,68,96
3925,6.4,1,65,97
3926,1.8,0,20,56
3927,2.7,0,25,75
3928,6.9,1,61,96
3929,1.1,0,6,51
3930,6.6,1,89,99
3931,5.4,1,88,98
3932,1.5,0,27,53
3933,0.9,0,27,74
3934,3.0,0,8,79
3935,0.6,0,12,43
3936,2.6,0,20,54
3937,1.9,0,0,77
3938,2.9,0,12,40
3939,5.4,1,73,95
3940,1.8,0,8,53
3941,6.9,1,62,96
3942,6.8,1,74,95
3943,0.9,0,14,57
3944,6.8,1,80,96
3945,4.6,1,64,95
3946,2.8,0,12,58
3947,0.7,0,6,52
3948,5.5,1,89,97
3949,6.3,1,85,95
3950,6.2,1,83,97
3951,4.5,1,65,96
3952,5.7,1,65,98
3953,2.3,0,21,79
3954,4.7,1,80,99
3955,2.8,0,1,67
3956,5.9,1,82,97
3957,2.3,0,24,68
3958,2.4,0,18,52
3959,1.0,0,29,61
3960,2.7,0,12,44
3961,1.1,0,2,67
3962,2.9,0,10,50
3963,4.7,1,71,99
3964,6.6,1,79,96
3965,6.4,1,76,99
3966,1.9,0,0,46
3967,6.8,1,79,97
3968,6.6,1,85,97
3969,5.0,1,71,96
3970,5.7,1,79,95
3971,2.6,0,16,55
3972,3.0,0,9,49
3973,5.5,1,60,98
3974,1.1,0,17,62
3975,2.0,0,9,41
3976,1.0,0,1,79
3977,1.2,0,3,51
3978,1.1,0,18,56
3979,1.3,0,6,55
3980,1.7,0,19,47
3981,5.3,1,74,96
3982,5.2,1,87,96
3983,5.0,1,67,97
3984,5.0,1,63,97
3985,5.0,1,69,98
3986,1.6,0,17,63
3987,0.8,0,25,42
3988,5.8,1,63,98
3989,6.6,1,86,99
3990,6.1,1,64,98
3991,2.9,0,15,52
3992,1.2,0,21,73
3993,0.8,0,22,65
3994,6.1,1,67,95
3995,6.6,1,69,99
3996,6.1,1,65,95
3997,2.0,0,13,43
3998,2.8,0,10,75
3999,6.2,1,80,99
4000,1.8,0,23,41
4001,5.6,1,77,95
4002,2.2,0,25,75
4003,5.9,1,86,95
4004,2.6,0,7,54
4005,2.1,0,9,56
4006,6.7,1,72,99
4007,1.3,0,1,50
4008,4.6,1,68,98
4009,1.6,0,18,73
4010,5.6,1,77,96
4011,6.7,1,79,95
4012,6.3,1,79,99
4013,2.7,0,17,66
4014,5.5,1,77,96
4015,6.7,1,83,99
4016,0.5,0,15,68
4017,2.5,0,8,57
4018,1.1,0,8,56
4019,6.5,1,86,99
4020,5.8,1,69,96
4021,1.6,0,26,52
4022,1.0,0,26,41
4023,5.3,1,65,95
4024,2.3,0,8,49
4025,1.4,0,8,49
4026,1.2,0,27,43
4027,1.6,0,11,73
4028,2.7,0,11,72
4029,2.1,0,3,44
4030,1.0,0,4,41
4031,1.8,0,4,65
4032,5.3,1,72,98
4033,1.2,0,26,66
4034,6.4,1,71,96
4035,6.2,1,69,95
4036,1.2,0,20,61
4037,5.5,1,67,96
4038,6.4,1,72,97
4039,1.0,0,24,45
4040,6.4,1,66,99
4041,1.6,0,25,71
4042,5.1,1,70,99
4043,2.6,0,22,50
4044,7.0,1,67,97
4045,4.7,1,74,99
4046,2.0,0,1,51
4047,1.1,0,27,50
4048,5.1,1,66,96
4049,0.6,0,24,67
4050,5.6,1,62,97
4051,0.7,0,15,40
4052,1.8,0,13,58
4053,5.6,1,66,99
4054,6.2,1,66,95
4055,5.5,1,65,96
4056,2.8,0,2,41
4057,5.8,1,86,98
4058,1.9,0,1,73
4059,2.2,0,6,77
4060,2.9,0,12,59
4061,0.6,0,26,73
4062,2.9,0,27,43
4063,1.1,0,5,49
4064,2.3,0,18,75
4065,5.9,1,71,99
4066,0.8,0,9,78
4067,6.7,1,70,99
4068,1.3,0,24,45
4069,0.6,0,0,69
4070,2.3,0,15,62
4071,2.7,0,1,76
4072,6.5,1,74,95
4073,4.9,1,87,99
4074,0.6,0,9,59
4075,6.3,1,80,96
4076,6.5,1,76,96
4077,5.1,1,65,97
4078,2.3,0,22,66
4079,6.1,1,87,97
4080,0.7,0,1,77
4081,0.9,0,14,73
4082,2.9,0,1,40
4083,2.8,0,15,50
4084,6.8,1,62,98
4085,2.7,0,8,59
4086,5.9,1,63,99
4087,6.8,1,65,95
4088,5.7,1,76,97
4089,4.9,1,80,97
4090,5.3,1,86,99
4091,3.0,0,11,67
4092,6.6,1,67,95
4093,5.1,1,66,95
4094,6.6,1,63,96
4095,1.5,0,25,63
4096,6.7,1,74,95
4097,4.9,1,75,98
4098,2.4,0,9,65
4099,6.2,1,72,97
4100,5.0,1,89,96
4101,5.7,1,76,98
4102,6.7,1,76,99
4103,1.9,0,23,68
4104,1.5,0,22,66
4105,1.1,0,21,43
4106,1.7,0,26,73
4107,4.7,1,64,99
4108,4.6,1,62,95
4109,2.0,0,25,67
4110,1.6,0,25,41
4111,2.6,0,18,78
4112,6.5,1,82,96
4113,3.0,0,14,47
4114,1.7,0,27,53
4115,0.7,0,5,44
4116,4.8,1,79,97
4117,2.4,0,10,45
4118,0.8,0,14,62
4119,1.7,0,29,55
4120,6.7,1,89,99
4121,5.1,1,67,97
4122,1.3,0,17,71
4123,6.4,1,75,99
4124,2.9,0,13,71
4125,2.5,0,29,53
4126,6.8,1,73,97
4127,1.0,0,9,43
4128,5.5,1,83,96
4129,2.5,0,4,52
4130,0.7,0,9,77
4131,2.2,0,23,67
4132,4.7,1,75,96
4133,5.1,1,77,96
4134,1.3,0,0,55
4135,6.5,1,60,99
4136,6.9,1,83,96
4137,0.7,0,7,69
4138,1.0,0,12,43
4139,1.1,0,0,66
4140,5.3,1,67,98
4141,2.2,0,2,77
4142,5.4,1,77,95
4143,2.5,0,26,40
4144,0.6,0,11,64
4145,2.4,0,15,54
4146,2.9,0,19,53
4147,2.0,0,4,64
4148,4.6,1,71,95
4149,5.5,1,80,97
4150,1.2,0,15,42
4151,1.6,0,8,55
4152,6.5,1,63,96
4153,6.9,1,89,98
4154,6.9,1,87,99
4155,1.1,0,27,74
4156,5.7,1,89,95
4157,5.9,1,73,95
4158,4.8,1,86,95
4159,1.1,0,2,51
4160,1.2,0,6,58
4161,2.6,0,7,60
4162,6.6,1,74,99
4163,7.0,1,80,97
4164,5.0,1,67,97
4165,5.8,1,78,97
4166,2.8,0,9,79
4167,2.5,0,25,51
4168,5.3,1,67,99
4169,2.7,0,10,40
4170,1.2,0,7,61
4171,0.8,0,5,67
4172,6.5,1,69,98
4173,0.6,0,19,53
4174,1.1,0,29,66
4175,2.7,0,15,72
4176,5.4,1,85,96
4177,5.1,1,86,96
4178,2.6,0,27,65
4179,6.8,1,78,96
4180,6.6,1,81,99
4181,6.7,1,62,95
4182,2.5,0,29,60
4183,1.0,0,21,50
4184,6.4,1,88,96
4185,2.9,0,4,67
4186,0.6,0,22,55
4187,6.2,1,68,96
4188,6.2,1,84,98
4189,6.7,1,86,99
4190,4.7,1,72,99
4191,0.6,0,6,47
4192,5.0,1,75,97
4193,0.7,0,0,68
4194,6.8,1,78,99
4195,1.4,0,23,62
4196,2.5,0,25,79
4197,1.6,0,9,43
4198,2.2,0,4,44
4199,6.7,1,81,96
4200,2.4,0,18,65
4201,6.0,1,88,97
4202,0.7,0,18,63
4203,6.6,1,61,95
4204,2.6,0,7,53
4205,5.9,1,80,98
4206,5.2,1,80,97
4207,6.8,1,85,95
4208,6.4,1,81,96
4209,6.1,1,82,96
4210,4.6,1,82,99
4211,3.0,0,20,40
4212,1.3,0,14,48
4213,1.9,0,23,65
4214,6.5,1,64,99
4215,5.0,1,87,96
4216,6.1,1,76,97
4217,1.7,0,4,58
4218,1.1,0,15,40
4219,1.2,0,26,73
4220,4.6,1,88,96
4221,4.7,1,89,97
4222,4.7,1,79,95
4223,0.5,0,7,76
4224,5.9,1,66,99
4225,5.7,1,84,95
4226,6.6,1,85,96
4227,1.6,0,6,79
4228,1.2,0,10,40
4229,5.9,1,71,96
4230,0.5,0,16,48
4231,5.3,1,79,95
4232,2.9,0,29,65
4233,5.6,1,88,99
4234,4.5,1,60,99
4235,1.5,0,17,78
4236,2.2,0,18,50
4237,6.9,1,60,95
4238,2.2,0,15,41
4239,5.3,1,62,98
4240,5.9,1,62,96
4241,0.8,0,27,67
4242,4.8,1,65,95
4243,6.4,1,69,99
4244,0.9,0,0,70
4245,6.1,1,74,98
4246,2.3,0,25,64
4247,6.1,1,63,95
4248,1.2,0,16,47
4249,0.8,0,21,55
4250,5.1,1,83,98
4251,2.3,0,5,65
4252,5.8,1,65,97
4253,6.9,1,83,95
4254,0.5,0,18,63
4255,6.4,1,69,95
4256,2.0,0,9,58
4257,2.2,0,20,73
4258,2.7,0,1,40
4259,2.7,0,15,44
4260,6.5,1,82,97
4261,1.0,0,15,52
4262,2.6,0,6,43
4263,6.7,1,89,96
4264,1.6,0,2,63
4265,1.2,0,16,71
4266,4.7,1,85,98
4267,0.7,0,2,51
4268,6.4,1,73,99
4269,5.7,1,76,98
4270,2.5,0,25,53
4271,1.6,0,13,52
4272,4.6,1,70,98
4273,6.7,1,73,97
4274,5.9,1,79,95
4275,1.9,0,28,74
4276,2.7,0,18,42
4277,2.2,0,21,77
4278,1.9,0,26,76
4279,2.8,0,18,75
4280,1.8,0,12,78
4281,2.7,0,15,45
4282,2.4,0,6,43
4283,6.4,1,66,96
4284,0.7,0,25,64
4285,2.9,0,14,79
4286,2.5,0,9,41
4287,0.7,0,7,62
4288,1.9,0,16,62
4289,6.6,1,72,97
4290,0.6,0,27,61
4291,2.6,0,0,72
4292,5.8,1,74,97
4293,1.9,0,3,78
4294,2.2,0,1,73
4295,4.7,1,76,99
4296,1.1,0,2,62
4297,5.0,1,85,95
4298,2.4,0,9,40
4299,5.8,1,85,99
4300,6.1,1,81,96
4301,5.7,1,72,97
4302,5.0,1,60,98
4303,1.9,0,17,69
4304,0.5,0,29,59
4305,2.3,0,9,63
4306,6.5,1,80,96
4307,2.6,0,29,56
4308,1.4,0,21,70
4309,2.2,0,11,40
4310,6.9,1,82,95
4311,5.7,1,74,98
4312,2.5,0,23,72
4313,2.0,0,17,73
4314,2.6,0,15,54
4315,2.5,0,10,58
4316,5.6,1,64,96
4317,6.7,1,85,97
4318,2.5,0,15,75
4319,0.9,0,18,71
4320,2.4,0,20,71
4321,2.3,0,23,76
4322,2.8,0,12,41
4323,1.6,0,4,48
4324,6.2,1,67,99
4325,6.6,1,68,97
4326,1.2,0,2,61
4327,2.5,0,15,46
4328,6.4,1,72,97
4329,6.0,1,79,98
4330,1.3,0,29,56
4331,1.0,0,10,57
4332,4.7,1,73,98
4333,6.0,1,80,99
4334,2.3,0,25,76
4335,1.0,0,8,64
4336,2.2,0,13,65
4337,6.4,1,87,99
4338,5.9,1,72,96
4339,0.6,0,18,53
4340,1.4,0,15,58
4341,6.1,1,84,98
4342,5.6,1,89,96
4343,5.5,1,75,96
4344,1.9,0,13,54
4345,0.9,0,5,66
4346,1.4,0,20,41
4347,6.1,1,77,99
4348,1.4,0,8,46
4349,3.0,0,15,60
4350,2.1,0,4,61
4351,2.2,0,23,45
4352,2.2,0,12,41
4353,1.2,0,20,56
4354,0.5,0,19,62
4355,5.5,1,64,95
4356,1.0,0,7,60
4357,2.4,0,7,73
4358,6.3,1,64,95
4359,1.6,0,15,55
4360,1.3,0,20,70
4361,5.2,1,80,95
4362,1.4,0,18,56
4363,2.8,0,10,77
4364,5.1,1,61,98
4365,5.7,1,62,99
